"key","en","es","nl","fr"
fob_auth_fee,"Authorisation Fee: Check with management regarding any local registration costs.","Tasa de autorización: Consulta con la dirección sobre los posibles gastos de registro locales.","Autorisatiekosten: Neem contact op met het management voor informatie over eventuele lokale registratiekosten.","Frais d&#x27;autorisation : veuillez vous renseigner auprès de la direction concernant les éventuels frais d&#x27;enregistrement locaux."
fob_auth_heading,"Authorising Your New Fob","Cómo autorizar tu nuevo mando","Uw nieuwe sleutelhanger activeren","Activation de votre nouveau porte-clés"
fob_bat_step1,"Pry open the plastic casing gently using a coin or small screwdriver along the side seam.","Abre con cuidado la carcasa de plástico con una moneda o un destornillador pequeño, siguiendo la junta lateral.","Wrik de plastic behuizing voorzichtig open met een muntstuk of een kleine schroevendraaier langs de zijnaad.","Ouvrez délicatement le boîtier en plastique à l&#x27;aide d&#x27;une pièce de monnaie ou d&#x27;un petit tournevis, en suivant la jointure latérale."
fob_bat_step2,"Remove the exhausted coin battery (Type CR2032 for ERA INTI or CR2016 for Flor-S).","Retira la pila de botón agotada (tipo CR2032 para el modelo ERA INTI o CR2016 para el modelo Flor-S).","Verwijder de lege knoopcelbatterij (type CR2032 voor ERA INTI of CR2016 voor Flor-S).","Retirez la pile bouton usagée (type CR2032 pour l&#x27;ERA INTI ou CR2016 pour le Flor-S)."
fob_bat_step3,"Insert a fresh 3V battery with the positive (+) side facing up, then snap the shell together.","Introduce una pila nueva de 3 V con el polo positivo (+) hacia arriba y, a continuación, encaja las dos mitades de la carcasa.","Plaats een nieuwe 3V-batterij met de pluspool (+) naar boven gericht en klik de behuizing vervolgens dicht.","Insérez une pile neuve de 3 V, le pôle positif (+) tourné vers le haut, puis refermez le boîtier."
fob_battery_desc,"If your fob LED is dim or fails to illuminate entirely, replace the coin battery:","Si el LED del mando a distancia tiene poca intensidad o no se enciende en absoluto, cambia la pila de botón:","Als het lampje op uw afstandsbediening zwak brandt of helemaal niet brandt, vervang dan de knoopcelbatterij:","Si la LED de votre télécommande est faible ou ne s&#x27;allume pas du tout, remplacez la pile bouton :"
fob_battery_title,"Battery Replacement","Sustitución de la batería","Batterij vervangen","Remplacement de la batterie"
fob_brand_generic,"Generic Fobs: 433.92 MHz rolling-code fobs compatible with Nice Flor-S (Approx. £7 – £10).","Mandos genéricos: mandos de código variable de 433,92 MHz compatibles con Nice Flor-S (entre 7 y 10 libras aproximadamente).","Standaardafstandsbedieningen: afstandsbedieningen met een frequentie van 433,92 MHz en rolling-code, compatibel met Nice Flor-S (ongeveer £7 – £10).","Télécommandes génériques : télécommandes à code tournant de 433,92 MHz compatibles avec le système Nice Flor-S (environ 7 à 10 £)."
fob_brand_nice,"Official Nice Fobs: <code>Nice ERA INTI 2-Channel</code> or <code>Nice Flor-S</code> (Approx. £15 – £22 on Amazon).","Llaveros oficiales de Niza: <code>Nice ERA INTI 2-Channel</code> o <code>Nice Flor-S</code> (entre 15 y 22 libras esterlinas aproximadamente en Amazon).","Officiële Nice-sleutelhangers: <code>Nice ERA INTI 2-Channel</code> of <code>Nice Flor-S</code> (ongeveer £ 15 – £ 22 op Amazon).","Porte-clés officiels de Nice : <code>Nice ERA INTI 2-Channel</code> ou <code>Nice Flor-S</code> (environ 15 à 22 £ sur Amazon)."
fob_buy_desc,"You can order compatible key fobs directly online (e.g. Amazon):","Puedes pedir mandos a distancia compatibles directamente por Internet (por ejemplo, en Amazon):","Je kunt compatibele sleutelhangers rechtstreeks online bestellen (bijvoorbeeld via Amazon):","Vous pouvez commander des télécommandes compatibles directement en ligne (par exemple sur Amazon) :"
fob_buy_heading,"Purchasing a Replacement Fob","Compra de un mando a distancia de repuesto","Een vervangende sleutelhanger kopen","Achat d&#x27;un télécommande de remplacement"
fob_how_it_works_desc,"The system extracts the remote's unique factory digital ID and uploads it directly into the memory list of the Mirador del Mar gate system. Once registered, the gate will immediately recognise your remote.","El sistema extrae el identificador digital único de fábrica del mando a distancia y lo introduce directamente en la lista de memoria del sistema de la verja del Mirador del Mar. Una vez registrado, la verja reconocerá inmediatamente tu mando a distancia.","Het systeem haalt de unieke digitale fabrieks-ID van de afstandsbediening op en voegt deze rechtstreeks toe aan de geheugenlijst van het Mirador del Mar-poortsysteem. Zodra de afstandsbediening is geregistreerd, herkent de poort deze onmiddellijk.","Le système extrait l&#x27;identifiant numérique unique attribué en usine à la télécommande et l&#x27;enregistre directement dans la liste de mémoire du système de portail Mirador del Mar. Une fois enregistrée, la télécommande sera immédiatement reconnue par le portail."
fob_how_it_works_title,"How Authorisation Works","Cómo funciona la autorización","Hoe autorisatie werkt","Fonctionnement de l&#x27;autorisation"
fob_redlight_desc,"If the red LED flashes on button press but the gate fails to respond (even with a fresh battery), the fob has lost its digital sync or its security clearance was wiped from the main receiver memory. The fob must be re-authorised.","Si el LED rojo parpadea al pulsar el botón, pero la verja no responde (ni siquiera con una pila nueva), significa que el mando ha perdido la sincronización digital o que su autorización de seguridad se ha borrado de la memoria del receptor principal. Es necesario volver a autorizar el mando.","Als het rode lampje knippert wanneer u op de knop drukt, maar de poort niet reageert (zelfs niet met een nieuwe batterij), is de digitale synchronisatie van de afstandsbediening verbroken of is de toegangsbevoegdheid uit het geheugen van de hoofdontvanger gewist. De afstandsbediening moet opnieuw worden geautoriseerd.","Si la LED rouge clignote lorsque vous appuyez sur le bouton mais que le portillon ne réagit pas (même avec une pile neuve), cela signifie que la télécommande a perdu sa synchronisation numérique ou que son autorisation a été effacée de la mémoire du récepteur principal. La télécommande doit être réautorisée."
fob_redlight_title,"Red light flashes, but the gate does not open?","¿Parpadea la luz roja, pero la barrera no se abre?","Het rode lampje knippert, maar de poort gaat niet open?","Le voyant rouge clignote, mais la barrière ne s&#x27;ouvre pas ?"
fob_replace_title,"Ordering & Authorisation Procedure","Procedimiento de pedido y autorización","Bestel- en goedkeuringsprocedure","Procédure de commande et d&#x27;autorisation"
fob_title,"Garage Key Fobs & Replacement","Mandos a distancia para garaje y recambios","Garagesleutelhangers en vervangende exemplaren","Télécommandes de garage et pièces de rechange"
fob_trouble_title,"Troubleshooting Connection","Solución de problemas de conexión","Problemen met de verbinding oplossen","Dépannage de la connexion"
fob_type_1_desc,"Nice Flor-S<br />Classic rectangular dark blue or black fob with 2 or 4 buttons.","Bonito llavero rectangular «Flor-S<br />Classic» en azul oscuro o negro, con 2 o 4 botones.","Mooie rechthoekige Flor-S<br />Classic-sleutelhanger in donkerblauw of zwart, met 2 of 4 knoppen.","Joli porte-clés rectangulaire Flor-S<br />Classic, bleu foncé ou noir, à 2 ou 4 boutons."
fob_type_2_desc,"Nice ERA INTI<br />Modern compact square fob, available in various colors.","Bonito llavero cuadrado y compacto ERA INTI<br />Modern, disponible en varios colores.","Mooie, moderne, compacte vierkante sleutelhanger van ERA INTI<br />, verkrijgbaar in verschillende kleuren.","Joli porte-clés carré compact ERA INTI<br />Modern, disponible en plusieurs couleurs."
fob_types_desc,"Two official key fob models are used across the complex:","En todo el complejo se utilizan dos modelos oficiales de llaveros electrónicos:","In het hele complex worden twee officiële modellen sleutelhangers gebruikt:","Deux modèles officiels de porte-clés sont utilisés dans l&#x27;ensemble du complexe :"
fob_types_title,"Official Fob Types","Tipos oficiales de llaveros","Officiële soorten sleutelhangers","Types officiels de porte-clés"
garage_gallery_title,"Visual Component Reference","Referencia de componentes visuales","Referentie voor visuele componenten","Référence des composants visuels"
garage_manual_intro,"During power outages or system maintenance, follow these steps to open or close the gate manually.","En caso de cortes de electricidad o durante el mantenimiento del sistema, sigue estos pasos para abrir o cerrar la verja manualmente.","Volg bij stroomstoringen of systeemonderhoud deze stappen om de poort handmatig te openen of te sluiten.","En cas de coupure de courant ou d&#x27;intervention de maintenance sur le système, suivez ces étapes pour ouvrir ou fermer le portail manuellement."
garage_manual_title,"Emergency Manual Opening Instructions","Instrucciones para la apertura manual de emergencia","Instructies voor het handmatig openen in noodgevallen","Instructions d&#x27;ouverture manuelle en cas d&#x27;urgence"
garage_page_subtitle,"Nice Spin motor operation, emergency manual override, visual guide, and key fob programming.","Funcionamiento del motor «Nice Spin», control manual de emergencia, guía visual y programación del mando a distancia.","Soepele werking van de Spin-motor, handmatige noodbediening, visuele handleiding en programmering via de sleutelhanger.","Fonctionnement du moteur « Nice Spin », commande manuelle d&#x27;urgence, guide visuel et programmation du télécommande."
garage_page_title,"Garage & Gate Access","Acceso al garaje y a la verja","Toegang tot garage en poort","Accès au garage et au portail"
garage_photo_1_desc,"Frame & Manual Lock Bolt<br />Inside frame showing the manual slide bolt (top) and steel lifting handle (lower section).","Marco y pestillo<br />manual Interior del marco, en el que se aprecia el pestillo manual (parte superior) y la manilla de acero para levantar (parte inferior).","Kozijn en handbediende vergrendelingsgrendel<br />Binnenkant van het kozijn met de handbediende schuifgrendel (boven) en de stalen tilgreep (onder).","Cadre et verrou<br />manuel Intérieur du cadre montrant le verrou coulissant manuel (en haut) et la poignée de levage en acier (en bas)."
garage_photo_2_desc,"Carriage & Release Cord<br />Overhead track showing the drive carriage, towing arm, and black pull-cord release toggle.","Carro y cordón<br />de liberación. Carril aéreo en el que se aprecian el carro de accionamiento, el brazo de arrastre y la palanca de liberación con cordón de tracción negro.","Slede en ontgrendelingskoord<br />: Bovenrail met de aandrijfslede, de trekarm en de zwarte ontgrendelingshendel met trekkoord.","Chariot et cordon<br />de déverrouillage : rail aérien présentant le chariot d&#x27;entraînement, le bras de remorquage et le levier de déverrouillage à cordon noir."
garage_photo_3_desc,"Overhead Motor Unit<br />Nice Spin motor assembly mounted on the ceiling directly above the driveway entrance.","Unidad<br />motora suspendida: conjunto del motor Nice Spin instalado en el techo, justo encima de la entrada del garaje.","Bovenliggende motoreenheid<br />: Nice Spin-motoreenheid, gemonteerd aan het plafond direct boven de oprit.","Unité<br />motrice suspendue : ensemble moteur Nice Spin fixé au plafond, directement au-dessus de l&#x27;entrée de l&#x27;allée."
garage_step1_text,"Inspect the inside frame of the door panel (Photo 1). Ensure the manual steel slide bolt is fully pulled back (unlocked). If engaged into the track, the gate cannot move.","Inspecciona el marco interior del panel de la puerta (Foto 1). Asegúrate de que el cerrojo manual de acero esté completamente echado hacia atrás (desbloqueado). Si está enganchado en la guía, la puerta no se puede mover.","Controleer het binnenframe van het deurpaneel (foto 1). Zorg ervoor dat de handmatige stalen schuifgrendel volledig is teruggetrokken (ontgrendeld). Als deze in de geleider zit, kan de poort niet bewegen.","Inspectez le cadre intérieur du panneau de porte (photo 1). Assurez-vous que le verrou coulissant manuel en acier est complètement tiré vers l&#x27;arrière (déverrouillé). S&#x27;il est enclenché dans la glissière, le portail ne peut pas bouger."
garage_step1_title,"Check the Frame Lock Bolt","Comprueba el perno de bloqueo del bastidor","Controleer de framevergrendelingsbout","Vérifiez le boulon de verrouillage du châssis"
garage_step2_text,"Locate the black ball hanging from the overhead track (Photo 2). Pull the ball straight down firmly until you hear a clear click to uncouple the door from the motor belt.","Localiza la bola negra que cuelga del riel superior (Foto 2). Tira de la bola con firmeza hacia abajo hasta que oigas un clic claro para desacoplar la puerta de la correa del motor.","Zoek de zwarte kogel die aan de bovenrail hangt (foto 2). Trek de kogel stevig recht naar beneden totdat u een duidelijke klik hoort, om de deur los te koppelen van de motorriem.","Repérez la boule noire suspendue au rail supérieur (photo 2). Tirez fermement la boule vers le bas jusqu’à ce que vous entendiez un clic net, afin de désaccoupler la porte de la courroie du moteur."
garage_step2_title,"Disengage the Motor Drive","Desconectar el accionamiento del motor","Schakel de motoraandrijving uit","Désactiver l&#x27;entraînement du moteur"
garage_step3_text,"Grasp the metal handle on the lower door panel (Photo 1) to lift or lower the gate smoothly along its side tracks by hand.","Sujete el tirador metálico situado en el panel inferior de la puerta (foto 1) para subir o bajar la puerta manualmente de forma suave a lo largo de sus guías laterales.","Pak de metalen handgreep op het onderste deurpaneel vast (foto 1) om het hek met de hand soepel langs de zijrails omhoog of omlaag te bewegen.","Saisissez la poignée métallique située sur le panneau inférieur de la porte (photo 1) pour relever ou abaisser le portail en douceur à la main, en le faisant coulisser le long de ses rails latéraux."
garage_step3_title,"Lift or Lower the Door","Subir o bajar la puerta","De deur omhoog of omlaag brengen","Relever ou abaisser la porte"
garage_step4_text,"Once power is restored, pull the release cord back towards the motor unit or press your key fob. The carriage will re-latch automatically onto the drive belt.","Una vez restablecida la corriente, tira del cordón de liberación hacia la unidad del motor o pulsa el mando a distancia. El carro se volverá a enganchar automáticamente a la correa de transmisión.","Zodra de stroom weer is hersteld, trekt u het ontgrendelingskoord terug in de richting van de motor of drukt u op uw afstandsbediening. De loopwagen wordt dan automatisch weer vastgeklikt op de aandrijfriem.","Une fois le courant rétabli, tirez la cordelette de déverrouillage vers le bloc moteur ou appuyez sur votre télécommande. Le chariot se verrouillera automatiquement sur la courroie d&#x27;entraînement."
garage_step4_title,"Re-engage Automatic Mode","Reactivar el modo automático","De automatische modus opnieuw inschakelen","Réactiver le mode automatique"
garage_system_desc,"The main entrance to the underground car park is operated by a ceiling-mounted Nice Spin motor running along an overhead rail.","La entrada principal al aparcamiento subterráneo está accionada por un motor Nice Spin instalado en el techo, que se desplaza a lo largo de un carril aéreo.","De hoofdingang van de ondergrondse parkeergarage wordt aangedreven door een aan het plafond gemonteerde Nice Spin-motor die langs een bovenliggende rail loopt.","L&#x27;entrée principale du parking souterrain est actionnée par un moteur Nice Spin fixé au plafond, qui se déplace le long d&#x27;un rail aérien."
garage_system_receiver,"When you press your key fob, it sends a secure signal to a central control receiver located inside the locked communal plant room. The motor simply lifts and lowers the door—all fob permissions and security codes are stored and managed inside that central control unit.","Al pulsar el mando a distancia, este envía una señal segura a un receptor de control central situado en el cuarto de máquinas comunitario, que está cerrado con llave. El motor se limita a subir y bajar la puerta; todos los permisos de los mandos y los códigos de seguridad se almacenan y gestionan en esa unidad de control central.","Wanneer u op uw sleutelhanger drukt, wordt er een beveiligd signaal verzonden naar een centrale ontvanger die zich in de afgesloten gemeenschappelijke technische ruimte bevindt. De motor brengt de deur eenvoudig omhoog en omlaag — alle machtigingen voor de sleutelhanger en beveiligingscodes worden opgeslagen en beheerd in die centrale besturingseenheid.","Lorsque vous appuyez sur votre télécommande, celle-ci envoie un signal sécurisé à un récepteur de contrôle central situé à l&#x27;intérieur du local technique commun verrouillé. Le moteur se charge simplement de lever et d&#x27;abaisser la porte : toutes les autorisations liées aux télécommandes et tous les codes de sécurité sont stockés et gérés au sein de cette unité de contrôle centrale."
garage_system_title,"How the Garage Gate Works","Cómo funciona la puerta del garaje","Hoe de garagedeur werkt","Fonctionnement de la porte de garage"
garage_warning_text,"Pull the release cord straight down only. Never pull horizontally or drag the door using the cord, as sideways pulling will break the internal release mechanism.","Tira del cordón de apertura únicamente hacia abajo. Nunca tires de él en horizontal ni arrastres la puerta con el cordón, ya que tirar de él lateralmente romperá el mecanismo de apertura interno.","Trek het ontgrendelingskoord uitsluitend recht naar beneden. Trek nooit horizontaal aan het koord en sleep de deur er nooit mee voort, aangezien zijdelings trekken het interne ontgrendelingsmechanisme zal beschadigen.","Tirez la cordelette de déverrouillage uniquement vers le bas. Ne tirez jamais horizontalement et ne faites jamais glisser la porte à l&#x27;aide de la cordelette, car une traction latérale endommagerait le mécanisme de déverrouillage interne."
garage_warning_title,"CRITICAL WARNING","ADVERTENCIA DE IMPORTANCIA CRÍTICA","BELANGRIJKE WAARSCHUWING","AVERTISSEMENT IMPORTANT"
insurance_pdf,"Insurance Document (PDF)","Documento del seguro (PDF)","Verzekeringsdocument (PDF)","Document d'assurance (PDF)"
insurance_text,"The official building insurance document for Mirador del Mar.","El documento oficial del seguro de Mirador del Mar.","Het officiële verzekeringsdocument van Mirador del Mar.","Le document officiel de l'assurance de Mirador del Mar."
insurance_title,"Building Insurance","Seguro del Edificio","Gebouwverzekering","Assurance de la Résidence"
internet_capacity,"Splitter capacity: 1:8 Distribution box (Up to 8 active users)","Capacidad del splitter: Caja de distribución 1:8 (Hasta 8 usuarios activos)","Capaciteit splitter: Distributiekast 1:8 (Tot 8 actieve gebruikers)","Capacité du répartiteur : Boîte de distribution 1:8 (Jusqu'à 8 utilisateurs actifs)"
internet_gallery_title,"Installation Reference Photos","Fotos de Referencia de la Instalación","Referentiefoto's van de Installatie","Photos de Référence de l'Installation"
internet_guide_intro,"Follow these steps and references to deploy a new subscriber fibre line in the building:","Siga estos pasos y referencias para desplegar una nueva línea de fibra de abonado en el edificio:","Volg deze stappen en referenties om een nieuwe glasvezelverbinding aan te leggen in het gebouw:","Suivez ces étapes et références pour déployer une nouvelle ligne de fibre optique pour un abonné dans l'immeuble :"
internet_guide_title,"Fibre Installation Guide (For Engineers)","Guía de Instalación de Fibra (Para Técnicos)","Installatiegids Glasvezel (Voor Techniekers)","Guide d'Installation de la Fibre (Pour les Techniciens)"
internet_photo_1,"Main technical room - Distribution box (Closed)","Sala técnica principal - Caja de distribución (Cerrada)","Hoofdtechnische ruimte - Distributiekast (Gesloten)","Local technique principal - Boîtier de distribution (Fermé)"
internet_photo_2,"Avanza 1:8 Splitter / Distributor (Open panel)","Distribuidor 1:8 de Avanza (Panel abierto)","1:8 Verdeler van Avanza (Open paneel)","Répartiteur 1:8 d'Avanza (Panneau ouvert)"
internet_photo_3,"Floor technical cupboard and apartment entry point","Armario técnico de planta y punto de entrada al apartamento","Technische verdiepingskast en toegangspunt tot het appartement","Armoire technique d'étage et point d'entrée de l'appartement"
internet_photo_4,"White ceiling distribution box in the car park (basement level -1, near the lift)","Caja de distribución blanca en el techo del garaje (planta -1, cerca del ascensor)","Witte distributiekast aan het plafond in de garage (verdieping -1, nabij de lift)","Boîtier de distribution blanc au plafond du garage (niveau -1, près de l'ascenseur)"
internet_photo_lbl_1,"Photo 1:","Foto 1:","Foto 1:","Photo 1 :"
internet_photo_lbl_2,"Photo 2:","Foto 2:","Foto 2:","Photo 2 :"
internet_photo_lbl_3,"Photo 3:","Foto 3:","Foto 3:","Photo 3 :"
internet_photo_lbl_4,"Photo 4:","Foto 4:","Foto 4:","Photo 4 :"
internet_provider_title,"Provider Details","Detalles del Proveedor","Gegevens Leverancier","Détails du Fournisseur"
internet_step_1,"Accessing the main technical room: Fibre cables enter the building at the far end of the underground car park (basement level -1). The room is locked. Keys are held by Rudi (App 3B, Mobile: +32488421402) or Francisca (App 3A|4A, WhatsApp only: +34677549202).","Acceso a la sala técnica principal: Las fibras entran al edificio al final del garaje subterráneo (planta -1). La sala está cerrada. Las llaves las tienen Rudi (App 3B, Móvil: +32488421402) o Francisca (App 3A|4A, solo WhatsApp: +34677549202).","Toegang tot de hoofdtechnische ruimte: De glasvezelkabels komen het gebouw binnen aan het einde van de ondergrondse garage (verdieping -1). De ruimte is afgesloten. De sleutels zijn in bezit van Rudi (App 3B, Gsm: +32488421402) of Francisca (App 3A|4A, enkel WhatsApp: +34677549202).","Accès au local technique principal : Les fibres entrent dans le bâtiment au fond du garage souterrain (niveau -1). Le local est fermé. Les clés sont détenues par Rudi (App 3B, Mobile : +32488421402) ou Francisca (App 3A|4A, WhatsApp uniquement : +34677549202)."
internet_step_2,"Connecting to the distribution box: Fibre distribution boxes are located on the right-hand wall of the technical room. Avanza Fibra uses a 1:8 distribution box. (See Photos 1 and 2)","Conexión a la caja de distribución: En la pared derecha de la sala técnica se encuentran las cajas de distribución de fibra. Avanza Fibra utiliza una caja de distribución 1:8. (Ver Fotos 1 y 2)","Aansluiting op de distributiekast: Aan de rechtermuur van de technische ruimte bevinden zich de glasvezeldistributiekasten. Avanza Fibra gebruikt een 1:8 distributiekast. (Zie Foto 1 en 2)","Connexion au boîtier de distribution : Les boîtiers de distribution de fibre se trouvent sur le mur droit du local technique. Avanza Fibra utilise un boîtier de distribution 1:8. (Voir Photos 1 et 2)"
internet_step_3,"Routing from floor riser cupboards: The simplest deployment route starts at the technical riser cupboard located on each floor (behind the square white door on the left-hand wall next to the lift). Note: The cupboard doors on floors 2 and 3 are currently broken. Once repaired, the key will be kept on the new key ring in the underground car park.","Enrutamiento desde los armarios de planta: El camino de despliegue más sencillo comienza en el armario técnico ubicado en cada planta (detrás de la puerta cuadrada blanca en la pared izquierda junto al ascensor). Nota: Las puertas de los armarios de las plantas 2 y 3 están actualmente rotas. Una vez reparadas, la llave estará en el nuevo llavero del garaje subterráneo.","Routering vanuit de verdiepingskasten: Het eenvoudigste installatiepad begint bij de technische kast op elke verdieping (achter de vierkante witte deur aan de linker muur naast de lift). Opmerking: De deuren van de kasten op verdieping 2 en 3 zijn momenteel stuk. Eens hersteld, zal de sleutel zich in de nieuwe sleutelhanger in de ondergrondse garage bevinden.","Cheminement depuis les armoires d'étage : Le chemin de déploiement le plus simple commence par l'armoire technique située sur chaque palier (derrière la porte carrée blanche sur le mur gauche à côté de l'ascenseur). Remarque : Les portes des armoires des étages 2 et 3 sont actuellement cassées. Une fois réparées, la clé se trouvera dans le nouveau porte-clés du garage souterrain."
internet_step_4,"Pulling the cable down: The engineer must guide the fibre cable down from the floor riser cupboard to the car park level (-1). Open the white ceiling box located to the left of the lift (See Photo 4). From this point, the cable route leads directly into the main technical room containing the distribution boxes.","Tirar del cable hacia abajo: El técnico debe guiar el cable de fibra desde el armario de planta hacia abajo hasta la planta del garaje (-1). Abra la caja blanca del techo situada a la izquierda del ascensor (Ver Foto 4). Desde este punto, el camino del cable entra directamente a la sala técnica principal que contiene las cajas de distribución.","De kabel naar beneden trekken: De technieker moet de glasvezelkabel van de verdiepingskast naar beneden leiden naar de garageverdieping (-1). Open de witte plafondkast links van de lift (Zie Foto 4). Vanaf dit punt loopt het kabeltraject rechtstreeks naar de hoofdtechnische ruimte met de distributiekasten.","Tirer le câble vers le bas : Le technicien doit guider le câble de fibre de l'armoire d'étage vers le bas jusqu'au niveau du parking (-1). Ouvrez le boîtier blanc au plafond situé à gauche de l'ascenseur (Voir Photo 4). Depuis ce point, le cheminement du câble entre directement dans le local technique principal contenant les boîtiers de distribution."
internet_step_5,"Connection inside the apartment: The subscriber-side end of the fibre enters the apartment directly through the concealed technical media box located near the main front door (See Photo 3).","Conexión dentro del apartamento: El extremo de la fibra del lado del abonado va directamente al apartamento. Entra a través del armario técnico oculto situado cerca de la puerta principal del apartamento (Ver Foto 3).","Aansluiting binnen het appartement: Het uiteinde van de glasvezel aan abonneezijde komt rechtstreeks in het appartement binnen via de verborgen technische kast nabij de voordeur (Zie Foto 3).","Raccordement à l'intérieur de l'appartement : L'extrémité de la fibre côté abonné arrive directement dans l'appartement. Elle pénètre par l'armoire technique cachée située près de la porte d'entrée de l'appartement (Voir Photo 3)."
internet_text,"Information regarding internet infrastructure, full fibre connections, routers and provider details.","Información sobre la infraestructura de internet, conexiones de fibra, routers y detalles del proveedor.","Informatie over de internetinfrastructuur, glasvezelverbindingen, routers en gegevens van de provider.","Informations sur l'infrastructure internet, les connexions fibre, les routeurs et les détails du fournisseur."
internet_title,"Internet and Telecoms","Internet y Telecomunicaciones","Internet en Telecom","Internet et Télécommunications"
internet_type,"Connection type: Full Fibre (FTTH)","Tipo de conexión: Fibra óptica (FTTH)","Verbindingstype: Glasvezel (FTTH)","Type de connexion : Fibre optique (FTTH)"
keys_contacts_title,"1. Key & Locksmith Contacts","","",""
keys_elec_holder,"Key holder: Building Property Manager","Responsable de llave: Administrador del edificio","Sleutelbeheerder: Syndicus van het gebouw","Responsable de la clé : Syndic de l'immeuble"
keys_elec_loc,"Location: Ground floor, next to the main entrance","Ubicación: Planta baja, junto a la entrada principal","Locatie: Gelijkvloers, naast de hoofdingang","Emplacement : Rez-de-chaussée, près de l'entrée principale"
keys_elec_purpose,"Purpose: Main electrical panels, circuit breakers and meters","Propósito: Cuadros eléctricos principales, interruptores y contadores","Doel: Hoofdstroomkasten, schakelaars en meters","Rôle : Tableaux électriques principaux, disjoncteurs et compteurs"
keys_elec_title,"Electricity Plant Room","Sala de Electricidad","Elektratentruimte","Local Électrique"
keys_locksmith_email,"Email: munozcerrajeros@gmail.com","Correo electrónico: munozcerrajeros@gmail.com","E-mail: munozcerrajeros@gmail.com","E-mail : munozcerrajeros@gmail.com"
keys_locksmith_hours,"Service: 24h / 7","Servicio: 24 horas al día, 7 días a la semana","Service: 24 uur per dag, 7 dagen per week","Service : 24 h/24, 7 j/7"
keys_locksmith_name,"Muñoz Cerrajeros","Muñoz Cerrajeros","Muñoz Slotenmakers","Muñoz Serruriers"
keys_locksmith_phone,"Phone: +34 622 68 68 77","Teléfono: +34 622 68 68 77","Telefoon: +34 622 68 68 77","Téléphone : +34 622 68 68 77"
keys_locksmith_title,"Local Locksmith (24h)","Cerrajero local (24 horas)","Lokale slotenmaker (24 uur per dag)","Serrurier local (24h/24)"
keys_locksmith_whatsapp,"WhatsApp: +34 622 68 68 77","","",""
keys_manager_contact_francisca,"Key Holder (App 3A/4A - Francisca): +34 677 549 202 (WhatsApp only)","","",""
keys_manager_contact_rudi,"Key Holder (App 3B - Rudi): +32 488 421 402","","",""
keys_manager_name,"Building Management (Vera)","","",""
keys_manager_title,"Property Management & Technical Key Holders","","",""
keys_page_subtitle,"Emergency contacts, locksmith details, and locations of technical cabinets and key holders.","","",""
keys_page_title,"Keys & Access","","",""
keys_tech_intro,"Exact locations and key access for all building technical systems.","","",""
keys_tech_title,"2. Technical Cabinets & Infrastructure","","",""
keys_tel_holder,"Key holder: Telecom provider + Property Manager","Responsable de llave: Proveedor de telecomunicaciones + Administrador","Sleutelbeheerder: Telecomprovider + Syndicus","Responsable de la clé : Fournisseur télécom + Syndic"
keys_tel_loc,"Location: First-floor service corridor","Ubicación: Pasillo de servicio de la primera planta","Locatie: Servicegang op de eerste verdieping","Emplacement : Couloir de service du premier étage"
keys_tel_purpose,"Purpose: Fibre distribution, telephone lines and network equipment","Propósito: Distribución de fibra, líneas telefónicas y equipos de red","Doel: Glasvezelverdeling, telefoonlijnen en netwerkapparatuur","Rôle : Distribution de la fibre, lignes téléphoniques et équipements réseau"
keys_tel_title,"Telecommunications Room","Sala de Telecomunicaciones","Telecomruimte","Local Télécommunications"
keys_water_holder,"Key holder: Building Property Manager","Responsable de llave: Administrador del edificio","Sleutelbeheerder: Syndicus van het gebouw","Responsable de la clé : Syndic de l'immeuble"
keys_water_loc,"Location: Basement level","Ubicación: Planta sótano","Locatie: Kelderverdieping","Emplacement : Sous-sol"
keys_water_purpose,"Purpose: Main water shut-off valves, booster pump set and meters","Propósito: Válvulas principales de agua, grupo de presión y contadores","Doel: Hoofdwaterkranen, drukverhogingsgroep en meters","Rôle : Vannes d'arrêt principales, surpresseur et compteurs"
keys_water_title,"Water Plant Room","Sala de Agua","Waterruimte","Local Technique Eau"
maintenance_cleaning,"Cleaning schedule: (Add details)","Horario de limpieza: (Añadir detalles)","Schoonmaakrooster: (Details toevoegen)","Horaires de nettoyage : (Ajouter les détails)"
maintenance_company,"Responsible contractor: (Add name)","Empresa responsable: (Añadir nombre)","Verantwoordelijk bedrijf: (Naam toevoegen)","Entreprise responsable : (Ajouter le nom)"
maintenance_garden,"Garden maintenance: (Add details)","","",""
maintenance_loc,"Maintenance room: (Add details)","Sala de mantenimiento: Planta de aparcamiento","Onderhoudsruimte: Parkeerverdieping","Local de maintenance : Niveau du parking"
maintenance_pool,"Pool maintenance: José +34 691 66 22 67","Mantenimiento de piscinas: José +34 691 66 22 67","Zwembadonderhoud: José +34 691 66 22 67","Entretien de piscine : José +34 691 66 22 67"
maintenance_text,"General maintenance information for Mirador del Mar.","Información general de mantenimiento para Mirador del Mar.","Algemene onderhoudsinformatie voor Mirador del Mar.","Informations générales sur la maintenance pour Mirador del Mar."
maintenance_title,"Maintenance","Mantenimiento","Onderhoud","Maintenance"
nav_about,"About","Acerca de","Over","À propos"
nav_contacts,"Contacts","Contactos","Contacten","Contacts"
nav_documents,"Documents","Documentos","Documenten","Documents"
